"Date","FieldNotes","FlowAdjustment"
"Date Assessed Friday, 2017-05-19","Stream flow at 159.8 MGD. Wadable conditions. Temperature was 29 deg C. Recorded by SDE.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Sunday, 2019-03-31","Streamflow is 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 28.5 deg C. Recorded by MKG.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Tuesday, 2019-02-05","Streamflow is 0.2 gpm. Wadable conditions. Temperature was 30.6 deg C. Recorded by PJT.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Tuesday, 2020-11-17","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 29.5 deg C. Recorded by FHE.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Saturday, 2019-12-21","flow was 0.2 gpm. Wadable conditions. Temperature was 30 deg C. Recorded by MMP.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Saturday, 2021-05-22","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 32.5 deg C. Recorded by DMJ.","Flow was scaled by constant factor of 0 to account for science"
"Date Assessed Saturday, 2017-04-08","flow was 109.7 cfs. Wadable conditions. Temperature was 24 deg C. Recorded by HLN.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Friday, 2021-10-22","flow was 133.6 MGD.  Temperature was 29.4 deg C. Recorded by UMV.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Tuesday, 2020-10-06","Stream flow at 0.2 gpm.  Temperature was 28.7 deg C. Recorded by TWT.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Thursday, 2016-11-24","Stream flow at 139.2 MGD. Wadable conditions. Temperature was 24.6 deg C. Recorded by KSG.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Thursday, 2020-10-15","Streamflow is 171.8 MGD.  Temperature was 34.6 deg C. Recorded by EEY.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Monday, 2020-09-07","Streamflow is 0.2 gpm. Wadable conditions. Temperature was 26.1 deg C. Recorded by PDM.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Monday, 2016-09-05","flow was 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 25.7 deg C. Recorded by SNA.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Friday, 2021-05-21","flow was 165.3 MGD. Wadable conditions. Temperature was 28.4 deg C. Recorded by NFV.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Saturday, 2017-01-07","Stream flow at 162.3 MGD. Wadable conditions. Temperature was 32.6 deg C. Recorded by LNO.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Monday, 2017-05-08","flow was 0.2 gpm. Wadable conditions. Temperature was 32.7 deg C. Recorded by KCL.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Sunday, 2022-01-30","Streamflow is 0.3 gpm. Ambient Air Temperature was 28 deg C. Temperature was 30.6 deg C. Recorded by IBN.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Wednesday, 2017-03-22","Stream flow at 0.2 gpm. Wadable conditions. Temperature was 27.5 deg C. Recorded by IQU.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Tuesday, 2017-08-29","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 19.8 deg C. Recorded by KPC.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Saturday, 2019-02-09","Streamflow is 97.9 cfs. Wadable conditions. Temperature was 21.8 deg C. Recorded by QPU.","Flow was scaled by constant factor of 1 to account for science"
"Date Assessed Saturday, 2018-10-13","Stream flow at 112.8 cfs. Wadable conditions. Temperature was 30.4 deg C. Recorded by UBC.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Saturday, 2021-04-17","flow was 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 26.9 deg C. Recorded by KYV.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Tuesday, 2020-03-24","flow was 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 22.5 deg C. Recorded by DMA.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Tuesday, 2021-08-17","flow was 176.6 MGD. Ambient Air Temperature was 28 deg C. Temperature was 28.2 deg C. Recorded by WNH.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Tuesday, 2020-09-15","flow was 119.3 cfs. Wadable conditions. Temperature was 33.7 deg C. Recorded by WHR.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Friday, 2020-12-04","Stream flow at 0.2 gpm.  Temperature was 28.3 deg C. Recorded by GKS.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Monday, 2020-02-03","flow was 169.3 MGD. Ambient Air Temperature was 28 deg C. Temperature was 23.9 deg C. Recorded by HBE.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Wednesday, 2017-03-15","Streamflow is 0.3 gpm. Ambient Air Temperature was 28 deg C. Temperature was 27.2 deg C. Recorded by YJQ.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Thursday, 2018-07-19","flow was 85.2 cfs.  Temperature was 26.8 deg C. Recorded by NPJ.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Saturday, 2019-11-23","Streamflow is 89.7 cfs. Wadable conditions. Temperature was 27.9 deg C. Recorded by YOR.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Monday, 2016-06-27","Streamflow is 165.5 MGD. Wadable conditions. Temperature was 25 deg C. Recorded by GWQ.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Saturday, 2019-06-01","Stream flow at 148.1 MGD. Ambient Air Temperature was 28 deg C. Temperature was 28.8 deg C. Recorded by RJO.","Flow was scaled by constant factor of 0.5 to account for science"
"Date Assessed Saturday, 2020-12-05","Stream flow at 139.7 MGD.  Temperature was 29.4 deg C. Recorded by HCG.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Thursday, 2020-08-13","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 25.3 deg C. Recorded by LFK.","Flow was scaled by constant factor of 0.5 to account for science"
"Date Assessed Sunday, 2020-06-28","flow was 94.8 cfs. Ambient Air Temperature was 28 deg C. Temperature was 30.8 deg C. Recorded by SLU.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Tuesday, 2018-11-20","flow was 87.2 cfs.  Temperature was 27.2 deg C. Recorded by WPK.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Wednesday, 2017-08-16","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 25.8 deg C. Recorded by BGJ.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Tuesday, 2018-11-13","flow was 0.2 gpm. Wadable conditions. Temperature was 28.3 deg C. Recorded by CLC.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Tuesday, 2018-12-04","Stream flow at 0.2 gpm.  Temperature was 28.9 deg C. Recorded by FPR.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Wednesday, 2021-08-18","Stream flow at 0.2 gpm.  Temperature was 27.8 deg C. Recorded by TRH.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Saturday, 2016-05-07","flow was 134.4 MGD. Ambient Air Temperature was 28 deg C. Temperature was 27.8 deg C. Recorded by OMO.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Saturday, 2019-06-22","Stream flow at 166.7 MGD. Ambient Air Temperature was 28 deg C. Temperature was 28.6 deg C. Recorded by TMK.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Monday, 2021-08-30","Streamflow is 178.8 MGD.  Temperature was 29.4 deg C. Recorded by YLY.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Thursday, 2022-03-10","flow was 105.2 cfs. Wadable conditions. Temperature was 22.6 deg C. Recorded by HQG.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Monday, 2020-12-28","Stream flow at 181 MGD. Ambient Air Temperature was 28 deg C. Temperature was 26.7 deg C. Recorded by EXY.","Flow was scaled by constant factor of 0.5 to account for science"
"Date Assessed Wednesday, 2021-09-22","flow was 0.2 gpm.  Temperature was 28.6 deg C. Recorded by YPK.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Wednesday, 2017-07-19","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 29.3 deg C. Recorded by TND.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Wednesday, 2022-03-16","flow was 0.2 gpm. Wadable conditions. Temperature was 25.8 deg C. Recorded by QAU.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Tuesday, 2020-07-07","flow was 161.8 MGD. Wadable conditions. Temperature was 26.6 deg C. Recorded by IDN.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Sunday, 2018-08-19","Streamflow is 139.9 MGD.  Temperature was 32.8 deg C. Recorded by ISH.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Sunday, 2020-09-20","flow was 152.9 MGD.  Temperature was 28.8 deg C. Recorded by QFH.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Friday, 2018-09-28","flow was 0.2 gpm.  Temperature was 33 deg C. Recorded by HEV.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Sunday, 2020-02-09","Streamflow is 0.3 gpm.  Temperature was 25.1 deg C. Recorded by JVB.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Thursday, 2022-01-13","flow was 92 cfs. Ambient Air Temperature was 28 deg C. Temperature was 30 deg C. Recorded by FGU.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Tuesday, 2021-12-28","Stream flow at 170.8 MGD. Wadable conditions. Temperature was 26.9 deg C. Recorded by GFU.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Monday, 2022-03-14","Streamflow is 156.9 MGD.  Temperature was 27.4 deg C. Recorded by MJG.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Saturday, 2018-04-07","Stream flow at 0.2 gpm.  Temperature was 27.8 deg C. Recorded by IXP.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Monday, 2020-08-03","Streamflow is 0.2 gpm. Wadable conditions. Temperature was 23.6 deg C. Recorded by MUM.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Monday, 2016-11-14","Stream flow at 104.4 cfs.  Temperature was 29.9 deg C. Recorded by NMW.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Sunday, 2019-09-15","flow was 89.5 cfs. Wadable conditions. Temperature was 25.6 deg C. Recorded by EME.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Thursday, 2017-08-03","Stream flow at 103.6 cfs.  Temperature was 25.6 deg C. Recorded by KYU.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Saturday, 2021-10-16","flow was 126.9 MGD. Ambient Air Temperature was 28 deg C. Temperature was 30.5 deg C. Recorded by EUB.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Friday, 2018-11-23","flow was 0.2 gpm.  Temperature was 21.5 deg C. Recorded by NSR.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Saturday, 2021-03-27","flow was 101 cfs. Ambient Air Temperature was 28 deg C. Temperature was 31.3 deg C. Recorded by KFJ.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Saturday, 2020-07-11","Streamflow is 94.9 cfs. Ambient Air Temperature was 28 deg C. Temperature was 29.7 deg C. Recorded by FHA.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Monday, 2019-07-15","Streamflow is 0.2 gpm.  Temperature was 24.2 deg C. Recorded by EQW.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Friday, 2020-04-03","Streamflow is 152.4 MGD.  Temperature was 21.7 deg C. Recorded by FYK.","Flow was scaled by constant factor of 0.2 to account for science"
"Date Assessed Tuesday, 2018-01-02","Stream flow at 172.8 MGD.  Temperature was 27.8 deg C. Recorded by RER.","Flow was scaled by constant factor of 0.4 to account for science"
"Date Assessed Thursday, 2019-11-28","Streamflow is 0.2 gpm. Wadable conditions. Temperature was 31.3 deg C. Recorded by MAE.","Flow was scaled by constant factor of 0.1 to account for science"
"Date Assessed Wednesday, 2019-06-12","Stream flow at 175.4 MGD.  Temperature was 30.2 deg C. Recorded by WCN.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Sunday, 2016-12-11","Streamflow is 0.2 gpm. Wadable conditions. Temperature was 28.5 deg C. Recorded by QYH.","Flow was scaled by constant factor of 0 to account for science"
"Date Assessed Sunday, 2019-06-30","Streamflow is 0.2 gpm.  Temperature was 28.1 deg C. Recorded by QMC.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Sunday, 2018-12-30","Streamflow is 97.1 cfs.  Temperature was 31.2 deg C. Recorded by FRD.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Sunday, 2018-03-04","flow was 168 MGD.  Temperature was 28.1 deg C. Recorded by MJX.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Monday, 2021-06-28","Stream flow at 0.2 gpm. Wadable conditions. Temperature was 29.8 deg C. Recorded by LWO.","Flow was scaled by constant factor of 0.7 to account for science"
"Date Assessed Saturday, 2016-07-09","Streamflow is 151.6 MGD.  Temperature was 29.6 deg C. Recorded by BXO.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Sunday, 2017-12-03","flow was 0.2 gpm. Wadable conditions. Temperature was 28.1 deg C. Recorded by HTG.","Flow was scaled by constant factor of 0.8 to account for science"
"Date Assessed Wednesday, 2018-10-24","Stream flow at 0.2 gpm. Ambient Air Temperature was 28 deg C. Temperature was 25.3 deg C. Recorded by DMS.","Flow was scaled by constant factor of 0.5 to account for science"
"Date Assessed Thursday, 2016-06-09","flow was 99.4 cfs.  Temperature was 27.5 deg C. Recorded by VPE.","Flow was scaled by constant factor of 0.6 to account for science"
"Date Assessed Sunday, 2021-01-10","flow was 128.2 MGD. Wadable conditions. Temperature was 27.2 deg C. Recorded by XCE.","Flow was scaled by constant factor of 0.9 to account for science"
"Date Assessed Thursday, 2021-02-11","Stream flow at 100.2 cfs.  Temperature was 23.6 deg C. Recorded by EKP.","Flow was scaled by constant factor of 0.3 to account for science"
"Date Assessed Monday, 2020-04-06","Streamflow is 105.7 cfs.  Temperature was 30.2 deg C. Recorded by IDD.","Flow was scaled by constant factor of 0.6 to account for science"
